iata,icao,name,country,latitude,longitude,altitude,continent
OCN,KOKB,Oceanside Municipal Airport,United States,33.217804,-117.3526,27,America
OCJ,MKBS,Ocho Rios Ian Fleming International Airport,Jamaica,18.40424,-76.969002,90,America
ODE,EKOD,Odense Hans Christian Andersen Airport,Denmark,55.476662,10.33093,56,Europe
ODS,UKOO,Odesa International Airport,Ukraine,46.426762,30.67646,172,Europe
ODT,KODO,Odessa Schlemeyer Field Airport,United States,31.922865,-102.386818,2972,America
OEC,WPOC,Oecusse Airport,Timor-Leste (East Timor),-9.19806,124.343002,-1,Asia
OGD,KOGD,Ogden Hinckley Airport,United States,41.196388,-112.010834,4470,America
OGS,KOGS,Ogdensburg International Airport,United States,44.681862,-75.4655,297,America
OHD,LWOH,Ohrid Airport,North Macedonia,41.179951,20.742319,2313,Europe
OIT,RJFO,Oita Airport,Japan,33.479439,131.737198,19,Asia
OKJ,RJOB,Okayama Airport,Japan,34.756939,133.855194,806,Asia
OBE,KOBE,Okeechobee County Airport,United States,27.25,-80.833336,34,America
OHH,UHSH,Okha Airport,Russia,53.509998,142.880005,118,Asia
OHO,UHOO,Okhotsk Airport,Russia,59.41024,143.056549,49,Asia
OKI,RJNO,Oki Airport,Japan,36.181122,133.324799,311,Asia
OKE,RJKB,Okierabu Airport,Japan,27.425501,128.701004,88,Asia
DNA,RODN,Okinawa Kadena Air Base,Japan,26.356916,127.766441,117,Asia
OKA,ROAH,Okinawa Naha Airport,Japan,26.19581,127.645798,12,Asia
PWA,KPWA,Oklahoma City Wiley Post Airport,United States,35.534161,-97.647003,1300,America
OKC,KOKC,Oklahoma City Will Rogers World Airport,United States,35.392174,-97.597954,1289,America
OKL,WAJO,Oksibil Airport,Indonesia,-4.833,140.600006,4288,Asia
OIR,RJEO,Okushiri Airport,Japan,42.071533,139.433075,162,Asia
OLB,LIEO,Olbia Costa Smeralda Airport,Italy,40.898659,9.517628,37,Europe
YOC,CYOC,Old Crow Airport,Canada,67.570274,-139.839096,833,America
ONK,UERO,Olenyok Airport,Russia,68.514893,112.480019,666,Asia
ULG,ZMUL,Ölgii Airport,Mongolia,48.991669,89.919724,7874,Asia
OLV,KOLV,Olive Branch Airport,United States,34.978306,-89.788452,400,America
QPJ,EPOD,Olsztyn Dajtki Airport,Poland,53.773911,20.413071,432,Europe
SZY,EPSY,Olsztyn Mazury Airport,Poland,53.481899,20.9377,463,Europe
OLM,KOLM,Olympia Regional Airport,United States,46.97361,-122.903336,206,America
OLP,YOLD,Olympic Dam Airport,Australia,-30.485001,136.876663,343,Australia
OLZ,UEMK,Olyokminsk Airport,Russia,60.399166,120.464165,790,Asia
OMA,KOMA,Omaha Eppley Airfield,United States,41.303162,-95.893997,984,America
MIQ,KMLE,Omaha Millard Airport,United States,41.195122,-96.112099,1043,America
OFF,KOFF,Omaha Offutt Air Force Base,United States,41.120171,-95.909882,1005,America
OMK,KOMK,Omak Municipal Airport,United States,48.461575,-119.517174,1300,America
IBR,RJAH,Omitama Ibaraki Airport,Japan,36.181667,140.414719,105,Asia
OMS,UNOO,Omsk Tsentralny Airport,Russia,54.967041,73.310509,311,Asia
OND,FAOA,Ondangwa Airport,Namibia,-17.878201,15.9526,3599,Africa
VPE,FNGI,Ondjiva Pereira Airport,Angola,-17.043417,15.683861,3566,Africa
ONS,YOLW,Onslow Airport,Australia,-21.668926,115.111984,11,Australia
ONT,KONT,Ontario International Airport,United States,34.056,-117.600998,944,America
ONO,KONO,Ontario Municipal Airport,United States,44.022778,-117.013885,2193,America
ODD,YOOD,Oodnadatta Airport,Australia,-27.562498,135.442947,368,Australia
OMR,LROD,Oradea International Airport,Romania,47.025269,21.9025,465,Europe
URA,UARR,Oral Ak Zhol Airport,Kazakhstan,51.150829,51.543049,125,Asia
ORN,DAOO,Oran Es Senia Airport,Algeria,35.623852,-0.62118,299,Africa
OAG,YORG,Orange Airport,Australia,-33.381668,149.133057,3115,Australia
OGB,KOGB,Orangeburg Municipal Airport,United States,33.5,-80.866669,195,America
OMD,FYOG,Oranjemund Airport,Namibia,-28.5847,16.446659,14,Africa
AUA,TNCA,Oranjestad Queen Beatrix International Airport,Aruba,12.50138,-70.015198,60,America
RBS,YORB,Orbost Airport,Australia,-37.789696,148.610809,87,Australia
KYD,RCLY,Orchid Island Airport,Taiwan,22.02874,121.533607,57,Asia
DSN,ZBDS,Ordos Ejin Horo Airport,China,39.493889,109.862221,213,Asia
OGU,LTCB,Ordu Giresun Airport,Turkey,40.966667,38.066666,18,Europe
ORB,ESOE,Orebro Airport,Sweden,59.223728,15.03795,188,Europe
REN,UWOO,Orenburg Tsentralny Airport,Russia,51.79578,55.456741,387,Asia
FNU,LIER,Oristano Fenosu Airport,Italy,39.895416,8.642592,36,Europe
ORX,SNOX,Oriximina Airport,Brazil,-1.71408,-55.836201,262,America
ORL,KORL,Orlando Executive Airport,United States,28.54546,-81.332901,113,America
MCO,KMCO,Orlando International Airport,United States,28.42939,-81.308899,96,America
SFB,KSFB,Orlando Sanford International Airport,United States,28.776699,-81.235497,55,America
ORE,LFOZ,Orleans Saint-Denis-de-l'Hotel Airport,France,47.897499,2.164167,396,Europe
OMC,RPVO,Ormoc Airport,Philippines,11.058,124.565002,83,Asia
OER,ESNO,Ornskoldsvik Airport,Sweden,63.408329,18.99003,354,Europe
OVE,KOVE,Oroville Municipal Airport,United States,39.494686,-121.618538,188,America
OSW,UWOR,Orsk Airport,Russia,51.071667,58.596668,909,Asia
HOV,ENOV,Orsta Volda Airport,Norway,62.182999,6.067,243,Europe
ORU,SLOR,Oruro Juan Mendoza Airport,Bolivia,-17.963202,-67.075462,12146,America
ITM,RJOO,Osaka International Airport,Japan,34.785519,135.438202,50,Asia
KIX,RJBB,Osaka Kansai International Airport,Japan,34.427299,135.244003,26,Asia
OSO,YOSB,Osborne Mine Airport,Australia,-22.082052,140.557663,924,Australia
FRF,EDOL,Oschersleben Airport,Germany,52.038055,11.205556,344,Europe
OSC,KOSC,Oscoda Wurtsmith Airport,United States,44.450001,-83.389999,633,America
OSS,UCFO,Osh Airport,Kyrgyzstan,40.608978,72.793259,2927,Asia
YOO,CYOO,Oshawa Executive Airport,Canada,43.916668,-78.900002,459,America
OIM,RJTO,Oshima Airport,Japan,34.782028,139.360306,130,Asia
OSH,KOSH,Oshkosh Wittman Regional Airport,United States,43.983891,-88.556946,808,America
OSI,LDOS,Osijek Airport,Croatia,45.462662,18.81015,290,Europe
UKK,UASK,Oskemen Airport,Kazakhstan,50.036591,82.494179,939,Asia
OSL,ENGM,Oslo Gardermoen Airport,Norway,60.193909,11.10036,681,Europe
RYG,ENRY,Oslo Moss Rygge Airport,Norway,59.378929,10.78538,174,Europe
TRF,ENTO,Oslo Torp Sandefjord Airport,Norway,59.186699,10.25862,286,Europe
ZOS,SCJO,Osorno Airport,Chile,-40.611198,-73.060997,187,America
OST,EBOS,Ostend Bruges International Airport,Belgium,51.198879,2.862222,13,Europe
OSD,ESNZ,Ostersund Are Airport,Sweden,63.194118,14.502,1233,Europe
OSR,LKMT,Ostrava Leos Janacek Airport,Czechia,49.696289,18.11105,844,Europe
YOW,CYOW,Ottawa Macdonald-Cartier International Airport,Canada,45.318302,-75.665192,372,America
OTM,KOTM,Ottumwa Regional Airport,United States,41.106602,-92.447899,845,America
OUA,DFFD,Ouagadougou Airport,Burkina Faso,12.35319,-1.51241,1037,Africa
OGX,DAUU,Ouargla Ain Beida Airport,Algeria,31.917219,5.412778,499,Africa
OZZ,GMMZ,Ouarzazate Airport,Morocco,30.939051,-6.90943,3782,Africa
OUH,FAOH,Oudtshoorn Airport,South Africa,-33.606892,22.189062,1056,Africa
OUI,LFEC,Ouessant Ushant Airport,France,48.463181,-5.06355,125,Europe
OUD,GMFO,Oujda Angads Airport,Morocco,34.787151,-1.92398,1535,Africa
OUL,EFOU,Oulu Airport,Finland,64.929359,25.357225,36,Europe
UVE,NWWV,Ouvea Airport,New Caledonia,-20.640499,166.572693,23,Pacific
OWA,KOWA,Owatonna Airport,United States,44.12249,-93.25872,1129,America
OWB,KOWB,Owensboro Daviess County Regional Airport,United States,37.739502,-87.167297,400,America
QOW,DNIM,Owerri Sam Mbakwe Airport,Nigeria,5.427056,7.206031,373,Africa
YOH,CYOH,Oxford House Airport,Canada,54.934242,-95.27668,632,America
UOX,KUOX,Oxford University Airport,United States,34.384251,-89.536324,417,America
OXC,KOXC,Oxford Waterbury Airport,United States,41.478558,-73.135185,716,America
OXR,KOXR,Oxnard Airport,United States,34.200756,-119.207245,36,America
OZC,RPMO,Ozamiz Labo Airport,Philippines,8.181967,123.845413,75,Asia
JFR,BGPT,Paamiut Airport,Greenland,62.014725,-49.670822,128,America
PDG,WIEE,Padang Minangkabau International Airport,Indonesia,-0.787734,100.281273,19,Asia
PAD,EDLP,Paderborn Lippstadt Airport,Germany,51.614079,8.616317,699,Europe
QIP,LIPU,Padua Airport,Italy,45.395832,11.847766,38,Europe
PAH,KPAH,Paducah Barkley Regional Airport,United States,37.06028,-88.772903,410,America
PAG,RPMP,Pagadian Airport,Philippines,7.82,123.449997,5,Asia
PGA,KPGA,Page Municipal Airport,United States,36.926083,-111.448357,4316,America
PPG,NSTU,Pago Pago International Airport,American Samoa,-14.3316,-170.710999,32,Pacific
PGO,KPSO,Pagosa Springs Stevens Field Airport,United States,37.288059,-107.055023,7663,America
PHK,KPHK,Pahokee Palm Beach County Glades Airport,United States,26.784588,-80.693291,14,America
RON,SKPA,Paipa Juan Jose Rondon Airport,Colombia,5.764497,-73.105652,8166,America
PJA,ESUP,Pajala Airport,Sweden,67.246666,23.075001,544,Europe
PKZ,VLPS,Pakse International Airport,Laos,15.13205,105.781403,351,Asia
PAF,HUPA,Pakuba Airport,Uganda,2.2026,31.554167,2474,Africa
PYG,VEPY,Pakyong Airport,India,27.227777,88.586945,4590,Asia
PLQ,EYPA,Palanga International Airport,Lithuania,55.973221,21.093849,33,Europe
PKY,WAGG,Palangkaraya Tjilik Riwut Airport,Indonesia,-2.22512,113.942596,82,Asia
PLM,WIPP,Palembang International Airport,Indonesia,-2.89825,104.699898,49,Asia
PMO,LICJ,Palermo Falcone-Borsellino Airport,Italy,38.175949,13.09101,65,Europe
PSN,KPSN,Palestine Municipal Airport,United States,31.776972,-95.706375,414,America
LNA,KLNA,Palm Beach County Park Airport,United States,26.59304,-80.084999,14,America
PMK,YPAM,Palm Island Airport,Australia,-18.755301,146.580994,28,Australia
UDD,KUDD,Palm Springs Bermuda Dunes Airport,United States,33.748184,-116.274185,56,America
PSP,KPSP,Palm Springs International Airport,United States,33.829659,-116.505997,477,America
PMI,LEPA,Palma de Mallorca Airport,Spain,39.55167,2.738808,27,Europe
PMZ,MRPM,Palmar Sur Airport,Costa Rica,8.951208,-83.468529,62,America
PMW,SBPJ,Palmas Airport,Brazil,-10.29,-48.349998,774,America
PMD,KPMD,Palmdale Regional Airport,United States,34.629379,-118.084,2543,America
PAQ,PAAQ,Palmer Municipal Airport,United States,61.592255,-149.087402,218,America
PMR,NZPM,Palmerston North International Airport,New Zealand,-40.319908,175.615356,128,Pacific
PAO,KPAO,Palo Alto Airport,United States,37.461102,-122.114998,4,America
LLO,WAFD,Palopo Lagaligo Airport,Indonesia,-3.084722,120.245277,13,Asia
PLW,WAML,Palu Mutiara Airport,Indonesia,-0.91854,119.909599,284,Asia
PPA,KPPA,Pampa Perry Lefors Field Airport,United States,35.609921,-100.993813,3245,America
PNA,LEPP,Pamplona Airport,Spain,42.770031,-1.64633,1504,Europe
PAC,MPMG,Panama City International Airport,Panama,8.973339,-79.555496,31,America
ECP,KECP,Panama City International Airport,United States,30.35,-85.790001,68,America
PTY,MPTO,Panama City Tocumen International Airport,Panama,9.071364,-79.3834,135,America
PAM,KPAM,Panama City Tyndall Air Force Base,United States,30.069481,-85.575554,14,America
PGK,WIPK,Pangkal Pinang Depati Amir Airport,Indonesia,-2.1622,106.139,109,Asia
PKN,WAOI,Pangkalan Bun Iskandar Airport,Indonesia,-2.70519,111.673203,75,Asia
TAG,RPSP,Panglao Bohol International Airport,Philippines,9.573668,123.770844,42,Asia
YXP,CYXP,Pangnirtung Airport,Canada,66.144989,-65.7136,79,America
PNL,LICG,Pantelleria Airport,Italy,36.816509,11.96886,635,Europe
PGH,VIPT,Pantnagar Airport,India,29.0334,79.47374,769,Asia
PZI,ZUZH,Panzhihua Bao'angong Airport,China,26.542315,101.798515,6496,Asia
QHP,LHPA,Papa Air Base,Hungary,47.363102,17.500999,475,Europe
PPW,EGEP,Papa Westray Airport,United Kingdom,59.351265,-2.898974,91,Europe
PPT,NTAA,Papeete Tahiti Faa'a International Airport,French Polynesia,-17.556601,-149.610992,7,Pacific
PFO,LCPH,Paphos International Airport,Cyprus,34.718277,32.484398,41,Asia
PBO,YPBO,Paraburdoo Airport,Australia,-23.171101,117.745201,1406,Australia
PYT,SNZR,Paracatu Airport,Brazil,-17.242722,-46.882969,2344,America
JPE,SNEB,Paragominas Airport,Brazil,-3.019722,-47.316387,443,America
PGR,KPGR,Paragould Kirk Field Airport,United States,36.062496,-90.508263,276,America
